State,Year,Table,Measure,Characteristic Label,Format,Value
Oklahoma,2015,Child Victims by Age,Victims (unique count) by age,Age 7,Number,828
Oklahoma,2015,Child Victims by Age,Victims (unique count) by age,Age 8,Number,800
Oklahoma,2015,Child Victims by Age,Victims (unique count) by age,Age 9,Number,735
Oklahoma,2015,Child Victims by Age,Victims (unique count) by age,Age 10,Number,593
Oklahoma,2015,Child Victims by Age,Victims (unique count) by age,Age 11,Number,539
Oklahoma,2015,Child Victims by Age,Victims (unique count) by age,Age 12,Number,496
Oklahoma,2015,Child Victims by Age,Victims (unique count) by age,Age 13,Number,490
Oklahoma,2015,Child Victims by Age,Victims (unique count) by age,Age 14,Number,450
Oklahoma,2015,Child Victims by Age,Victims (unique count) by age,Age 15,Number,409
Oklahoma,2015,Child Victims by Age,Victims (unique count) by age,Age 16,Number,321
Oklahoma,2015,Child Victims by Age,Victims (unique count) by age,Age 17,Number,226
Oklahoma,2015,Child Victims by Age,Victims (unique count) by age,"Unborn, Unknown, and 18�21",Number,56
Oklahoma,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age <1,Rate,45.55719378
Oklahoma,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 1,Rate,21.45970926
Oklahoma,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 2,Rate,19.78560945
Oklahoma,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 3,Rate,18.50327409
Oklahoma,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 4,Rate,18.38146194
Oklahoma,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 5,Rate,17.63032118
Oklahoma,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 6,Rate,17.30844392
Oklahoma,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 7,Rate,15.09599081
Oklahoma,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 8,Rate,14.59747464
Oklahoma,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 9,Rate,13.6698408
Oklahoma,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 10,Rate,11.0446816
Oklahoma,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 11,Rate,10.06348021
Oklahoma,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 12,Rate,9.447978971
Oklahoma,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 13,Rate,9.359897614
Oklahoma,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 14,Rate,8.589425463
Oklahoma,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 15,Rate,7.745625331
Oklahoma,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 16,Rate,6.106376503
Oklahoma,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 17,Rate,4.297558378
Oregon,2015,Child Victims by Age,Victims (unique count) by age,Age <1,Number,1333
Oregon,2015,Child Victims by Age,Victims (unique count) by age,Age 1,Number,726
Oregon,2015,Child Victims by Age,Victims (unique count) by age,Age 2,Number,769
Oregon,2015,Child Victims by Age,Victims (unique count) by age,Age 3,Number,692
Oregon,2015,Child Victims by Age,Victims (unique count) by age,Age 4,Number,664
Oregon,2015,Child Victims by Age,Victims (unique count) by age,Age 5,Number,639
Oregon,2015,Child Victims by Age,Victims (unique count) by age,Age 6,Number,665
Oregon,2015,Child Victims by Age,Victims (unique count) by age,Age 7,Number,722
Oregon,2015,Child Victims by Age,Victims (unique count) by age,Age 8,Number,596
Oregon,2015,Child Victims by Age,Victims (unique count) by age,Age 9,Number,529
Oregon,2015,Child Victims by Age,Victims (unique count) by age,Age 10,Number,448
Oregon,2015,Child Victims by Age,Victims (unique count) by age,Age 11,Number,464
Oregon,2015,Child Victims by Age,Victims (unique count) by age,Age 12,Number,392
Oregon,2015,Child Victims by Age,Victims (unique count) by age,Age 13,Number,436
Oregon,2015,Child Victims by Age,Victims (unique count) by age,Age 14,Number,388
Oregon,2015,Child Victims by Age,Victims (unique count) by age,Age 15,Number,352
Oregon,2015,Child Victims by Age,Victims (unique count) by age,Age 16,Number,314
Oregon,2015,Child Victims by Age,Victims (unique count) by age,Age 17,Number,247
Oregon,2015,Child Victims by Age,Victims (unique count) by age,"Unborn, Unknown, and 18�21",Number,52
Oregon,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age <1,Rate,28.81165435
Oregon,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 1,Rate,15.73028839
Oregon,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 2,Rate,16.79259292
Oregon,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 3,Rate,15.04151632
Oregon,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 4,Rate,14.25779992
Oregon,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 5,Rate,13.36540473
Oregon,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 6,Rate,13.89091973
Oregon,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 7,Rate,14.67957059
Oregon,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 8,Rate,12.0355412
Oregon,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 9,Rate,10.90272053
Oregon,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 10,Rate,9.300201366
Oregon,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 11,Rate,9.597683318
Oregon,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 12,Rate,8.188502674
Oregon,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 13,Rate,9.158124685
Oregon,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 14,Rate,7.99077354
Oregon,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 15,Rate,7.076230299
Oregon,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 16,Rate,6.352160544
Oregon,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 17,Rate,4.996864316
Pennsylvania,2015,Child Victims by Age,Victims (unique count) by age,Age <1,Number,249
Pennsylvania,2015,Child Victims by Age,Victims (unique count) by age,Age 1,Number,152
Pennsylvania,2015,Child Victims by Age,Victims (unique count) by age,Age 2,Number,162
Pennsylvania,2015,Child Victims by Age,Victims (unique count) by age,Age 3,Number,157
Pennsylvania,2015,Child Victims by Age,Victims (unique count) by age,Age 4,Number,217
Pennsylvania,2015,Child Victims by Age,Victims (unique count) by age,Age 5,Number,190
Pennsylvania,2015,Child Victims by Age,Victims (unique count) by age,Age 6,Number,209
Pennsylvania,2015,Child Victims by Age,Victims (unique count) by age,Age 7,Number,164
Pennsylvania,2015,Child Victims by Age,Victims (unique count) by age,Age 8,Number,172
Pennsylvania,2015,Child Victims by Age,Victims (unique count) by age,Age 9,Number,190
Pennsylvania,2015,Child Victims by Age,Victims (unique count) by age,Age 10,Number,189
Pennsylvania,2015,Child Victims by Age,Victims (unique count) by age,Age 11,Number,198
Pennsylvania,2015,Child Victims by Age,Victims (unique count) by age,Age 12,Number,223
Pennsylvania,2015,Child Victims by Age,Victims (unique count) by age,Age 13,Number,249
Pennsylvania,2015,Child Victims by Age,Victims (unique count) by age,Age 14,Number,286
Pennsylvania,2015,Child Victims by Age,Victims (unique count) by age,Age 15,Number,314
Pennsylvania,2015,Child Victims by Age,Victims (unique count) by age,Age 16,Number,271
Pennsylvania,2015,Child Victims by Age,Victims (unique count) by age,Age 17,Number,187
Pennsylvania,2015,Child Victims by Age,Victims (unique count) by age,"Unborn, Unknown, and 18�21",Number,76
Pennsylvania,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age <1,Rate,1.755103192
Pennsylvania,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 1,Rate,1.068331014
Pennsylvania,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 2,Rate,1.133461606
Pennsylvania,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 3,Rate,1.095198566
Pennsylvania,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 4,Rate,1.501823643
Pennsylvania,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 5,Rate,1.317660113
Pennsylvania,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 6,Rate,1.446667128
Pennsylvania,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 7,Rate,1.104726749
Pennsylvania,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 8,Rate,1.15232072
Pennsylvania,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 9,Rate,1.268544112
Pennsylvania,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 10,Rate,1.26425633
Pennsylvania,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 11,Rate,1.303051642
Pennsylvania,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 12,Rate,1.475462984
Pennsylvania,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 13,Rate,1.642068611
Pennsylvania,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 14,Rate,1.836405781
Pennsylvania,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 15,Rate,1.963506297
Pennsylvania,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 16,Rate,1.705829404
Pennsylvania,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 17,Rate,1.165486637
Puerto Rico,2015,Child Victims by Age,Victims (unique count) by age,Age <1,Number,366
Puerto Rico,2015,Child Victims by Age,Victims (unique count) by age,Age 1,Number,287
Puerto Rico,2015,Child Victims by Age,Victims (unique count) by age,Age 2,Number,296
Puerto Rico,2015,Child Victims by Age,Victims (unique count) by age,Age 3,Number,340
Puerto Rico,2015,Child Victims by Age,Victims (unique count) by age,Age 4,Number,360
Puerto Rico,2015,Child Victims by Age,Victims (unique count) by age,Age 5,Number,389
Puerto Rico,2015,Child Victims by Age,Victims (unique count) by age,Age 6,Number,380
Puerto Rico,2015,Child Victims by Age,Victims (unique count) by age,Age 7,Number,369
Puerto Rico,2015,Child Victims by Age,Victims (unique count) by age,Age 8,Number,307
Puerto Rico,2015,Child Victims by Age,Victims (unique count) by age,Age 9,Number,314
Puerto Rico,2015,Child Victims by Age,Victims (unique count) by age,Age 10,Number,319
Puerto Rico,2015,Child Victims by Age,Victims (unique count) by age,Age 11,Number,307
Puerto Rico,2015,Child Victims by Age,Victims (unique count) by age,Age 12,Number,293
Puerto Rico,2015,Child Victims by Age,Victims (unique count) by age,Age 13,Number,346
Puerto Rico,2015,Child Victims by Age,Victims (unique count) by age,Age 14,Number,355
Puerto Rico,2015,Child Victims by Age,Victims (unique count) by age,Age 15,Number,377
Puerto Rico,2015,Child Victims by Age,Victims (unique count) by age,Age 16,Number,307
Puerto Rico,2015,Child Victims by Age,Victims (unique count) by age,Age 17,Number,183
Puerto Rico,2015,Child Victims by Age,Victims (unique count) by age,"Unborn, Unknown, and 18�21",Number,1055
Puerto Rico,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age <1,Rate,10.90974127
Puerto Rico,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 1,Rate,8.551847437
Puerto Rico,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 2,Rate,8.521418701
Puerto Rico,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 3,Rate,9.332711153
Puerto Rico,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 4,Rate,9.836065574
Puerto Rico,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 5,Rate,10.03197854
Puerto Rico,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 6,Rate,9.670687637
Puerto Rico,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 7,Rate,9.33350196
Puerto Rico,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 8,Rate,7.51015216
Puerto Rico,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 9,Rate,7.488850199
Puerto Rico,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 10,Rate,7.505882353
Puerto Rico,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 11,Rate,7.322599881
Puerto Rico,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 12,Rate,6.923440454
Puerto Rico,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 13,Rate,7.906583488
Puerto Rico,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 14,Rate,7.514658877
Puerto Rico,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 15,Rate,7.685564593
Puerto Rico,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 16,Rate,6.543749334
Puerto Rico,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 17,Rate,3.781851247
Rhode Island,2015,Child Victims by Age,Victims (unique count) by age,Age <1,Number,473
Rhode Island,2015,Child Victims by Age,Victims (unique count) by age,Age 1,Number,269
Rhode Island,2015,Child Victims by Age,Victims (unique count) by age,Age 2,Number,210
Rhode Island,2015,Child Victims by Age,Victims (unique count) by age,Age 3,Number,214
Rhode Island,2015,Child Victims by Age,Victims (unique count) by age,Age 4,Number,199
Rhode Island,2015,Child Victims by Age,Victims (unique count) by age,Age 5,Number,188
Rhode Island,2015,Child Victims by Age,Victims (unique count) by age,Age 6,Number,192
Rhode Island,2015,Child Victims by Age,Victims (unique count) by age,Age 7,Number,183
