Year,City,Sport,Discipline,Athlete_Name,Country,Gender,Event,Medal
1936,Berlin,Athletics,Athletics,"Nikkanen, Yrjo Jouko",FIN,Men,Javelin Throw,Silver
1936,Berlin,Athletics,Athletics,"Kwasniewska-Maleszewska, Marja Jadwiga",POL,Women,Javelin Throw,Bronze
1936,Berlin,Athletics,Athletics,"Fleischer, Mathilde (Tilly)",GER,Women,Javelin Throw,Gold
1936,Berlin,Athletics,Athletics,"Krüger, Luise",GER,Women,Javelin Throw,Silver
1936,Berlin,Athletics,Athletics,"Tajima, Naoto",JPN,Men,Long Jump,Bronze
1936,Berlin,Athletics,Athletics,"Owens, Jesse",USA,Men,Long Jump,Gold
1936,Berlin,Athletics,Athletics,"Long, Carl Ludwig Luz",GER,Men,Long Jump,Silver
1936,Berlin,Athletics,Athletics,"Nan, Shoryu",JPN,Men,Marathon,Bronze
1936,Berlin,Athletics,Athletics,"Son, Kitei",JPN,Men,Marathon,Gold
1936,Berlin,Athletics,Athletics,"Harper, Ernest",GBR,Men,Marathon,Silver
1936,Berlin,Athletics,Athletics,"Oe, Sueo",JPN,Men,Pole Vault,Bronze
1936,Berlin,Athletics,Athletics,"Meadows, Earle Elmer",USA,Men,Pole Vault,Gold
1936,Berlin,Athletics,Athletics,"Nishida, Shuhei",JPN,Men,Pole Vault,Silver
1936,Berlin,Athletics,Athletics,"Stöck, Gerhard (Gerd)",GER,Men,Shot Put,Bronze
1936,Berlin,Athletics,Athletics,"Woellke, Hans",GER,Men,Shot Put,Gold
1936,Berlin,Athletics,Athletics,"Bärlund, Sulo",FIN,Men,Shot Put,Silver
1936,Berlin,Athletics,Athletics,"Metcalfe, John Patrick",AUS,Men,Triple Jump,Bronze
1936,Berlin,Athletics,Athletics,"Tajima, Naoto",JPN,Men,Triple Jump,Gold
1936,Berlin,Athletics,Athletics,"Harada, Masao",JPN,Men,Triple Jump,Silver
1936,Berlin,Basketball,Basketball,"Borja Morca, Carlos",MEX,Men,Basketball,Bronze
1936,Berlin,Basketball,Basketball,"Borja Morca, Victor Hugo",MEX,Men,Basketball,Bronze
1936,Berlin,Basketball,Basketball,"Choperena Irizarri, Rodolfo",MEX,Men,Basketball,Bronze
1936,Berlin,Basketball,Basketball,"De La Vega Leija, Luis Ignacio",MEX,Men,Basketball,Bronze
1936,Berlin,Basketball,Basketball,"Fernandez Robert, Raul",MEX,Men,Basketball,Bronze
1936,Berlin,Basketball,Basketball,"Gomez Dominguez, Andres",MEX,Men,Basketball,Bronze
1936,Berlin,Basketball,Basketball,"Hernandez Del Valle, Silvio",MEX,Men,Basketball,Bronze
1936,Berlin,Basketball,Basketball,"Martinez Cordero, Francisco",MEX,Men,Basketball,Bronze
1936,Berlin,Basketball,Basketball,"Olmoz Moreno, Jesus",MEX,Men,Basketball,Bronze
1936,Berlin,Basketball,Basketball,"Pamplona Lecuanda, Jose",MEX,Men,Basketball,Bronze
1936,Berlin,Basketball,Basketball,"Skousen Spilsbury, Greer S.",MEX,Men,Basketball,Bronze
1936,Berlin,Basketball,Basketball,"Balter, Samuel J. Jr.",USA,Men,Basketball,Gold
1936,Berlin,Basketball,Basketball,"Bishop, Ralph English",USA,Men,Basketball,Gold
1936,Berlin,Basketball,Basketball,"Fortenberry, Joseph Cephis",USA,Men,Basketball,Gold
1936,Berlin,Basketball,Basketball,"Gibbons, John Haskell",USA,Men,Basketball,Gold
1936,Berlin,Basketball,Basketball,"Johnson, Francis Lee",USA,Men,Basketball,Gold
1936,Berlin,Basketball,Basketball,"Knowles, Carl Stanley",USA,Men,Basketball,Gold
1936,Berlin,Basketball,Basketball,"Lubin, Frank John",USA,Men,Basketball,Gold
1936,Berlin,Basketball,Basketball,"Mollner, Arthur Owen",USA,Men,Basketball,Gold
1936,Berlin,Basketball,Basketball,"Piper, Donald Arthur",USA,Men,Basketball,Gold
1936,Berlin,Basketball,Basketball,"Ragland, Jack Williamson",USA,Men,Basketball,Gold
1936,Berlin,Basketball,Basketball,"Schmidt, Willard Theodore",USA,Men,Basketball,Gold
1936,Berlin,Basketball,Basketball,"Shy, Carl L.",USA,Men,Basketball,Gold
1936,Berlin,Basketball,Basketball,"Swanson, Duane Alexander",USA,Men,Basketball,Gold
1936,Berlin,Basketball,Basketball,"Wheatley, William John",USA,Men,Basketball,Gold
1936,Berlin,Basketball,Basketball,"Aitchison, Gordon",CAN,Men,Basketball,Silver
1936,Berlin,Basketball,Basketball,"Allison, Jan Alistair",CAN,Men,Basketball,Silver
1936,Berlin,Basketball,Basketball,"Chapman, Arthur St.Clair",CAN,Men,Basketball,Silver
1936,Berlin,Basketball,Basketball,"Chapman, Charles Winston",CAN,Men,Basketball,Silver
1936,Berlin,Basketball,Basketball,"Dawson, Edward John",CAN,Men,Basketball,Silver
1936,Berlin,Basketball,Basketball,"Meretsky, Irving",CAN,Men,Basketball,Silver
1936,Berlin,Basketball,Basketball,"Peden, James Douglas",CAN,Men,Basketball,Silver
1936,Berlin,Basketball,Basketball,"Stewart, James",CAN,Men,Basketball,Silver
1936,Berlin,Basketball,Basketball,"Wiseman, Malcolm Edward",CAN,Men,Basketball,Silver
1936,Berlin,Boxing,Boxing,"Lauria, Louis Daniel",USA,Men,- 50.8KG (Flyweight),Bronze
1936,Berlin,Boxing,Boxing,"Kaiser, Willi",GER,Men,- 50.8KG (Flyweight),Gold
1936,Berlin,Boxing,Boxing,"Matta, Gavino",ITA,Men,- 50.8KG (Flyweight),Silver
1936,Berlin,Boxing,Boxing,"Nilsen, Erling",NOR,Men,+ 79.38KG (Heavyweight),Bronze
1936,Berlin,Boxing,Boxing,"Runge, Herbert",GER,Men,+ 79.38KG (Heavyweight),Gold
1936,Berlin,Boxing,Boxing,"Lovell, Jose Guillermo",ARG,Men,+ 79.38KG (Heavyweight),Silver
1936,Berlin,Boxing,Boxing,"Ortiz, Fidel",MEX,Men,50.8 - 54KG (Bantamweight),Bronze
1936,Berlin,Boxing,Boxing,"Sergo, Ulderico",ITA,Men,50.8 - 54KG (Bantamweight),Gold
1936,Berlin,Boxing,Boxing,"Wilson, Jack",USA,Men,50.8 - 54KG (Bantamweight),Silver
1936,Berlin,Boxing,Boxing,"Miner, Josef",GER,Men,54 - 57.15KG (Featherweight),Bronze
1936,Berlin,Boxing,Boxing,"Casanovas, Oscar",ARG,Men,54 - 57.15KG (Featherweight),Gold
1936,Berlin,Boxing,Boxing,"Catterall, Charles",RSA,Men,54 - 57.15KG (Featherweight),Silver
1936,Berlin,Boxing,Boxing,"Agren, Erik",SWE,Men,57.15 - 61.24KG (Lightweight),Bronze
1936,Berlin,Boxing,Boxing,"Harangi, Imre",HUN,Men,57.15 - 61.24KG (Lightweight),Gold
1936,Berlin,Boxing,Boxing,"Stepulov, Nikolai",EST,Men,57.15 - 61.24KG (Lightweight),Silver
1936,Berlin,Boxing,Boxing,"Petersen, Gerhard Sigvald",DEN,Men,61.24 - 66.68KG (Welterweight),Bronze
1936,Berlin,Boxing,Boxing,"Suvio, Sten",FIN,Men,61.24 - 66.68KG (Welterweight),Gold
1936,Berlin,Boxing,Boxing,"Murach, Michael",GER,Men,61.24 - 66.68KG (Welterweight),Silver
1936,Berlin,Boxing,Boxing,"Villareal, Raul Vicente",ARG,Men,66.68 - 72.57KG (Middleweight),Bronze
1936,Berlin,Boxing,Boxing,"Despeaux, Jean",FRA,Men,66.68 - 72.57KG (Middleweight),Gold
1936,Berlin,Boxing,Boxing,"Tiller, Henry",NOR,Men,66.68 - 72.57KG (Middleweight),Silver
1936,Berlin,Boxing,Boxing,"Risiglione, Francisco",ARG,Men,72.57 - 79.38KG (Light-Heavyweight),Bronze
1936,Berlin,Boxing,Boxing,"Michelot, Roger",FRA,Men,72.57 - 79.38KG (Light-Heavyweight),Gold
1936,Berlin,Boxing,Boxing,"Vogt, Richard",GER,Men,72.57 - 79.38KG (Light-Heavyweight),Silver
1936,Berlin,Canoe / Kayak,Canoe / Kayak F,"Koschik, Erich",GER,Men,C-1 1000M (Canoe Single),Bronze
1936,Berlin,Canoe / Kayak,Canoe / Kayak F,"Amyot, Frank",CAN,Men,C-1 1000M (Canoe Single),Gold
1936,Berlin,Canoe / Kayak,Canoe / Kayak F,"Karlik, Bohuslav",TCH,Men,C-1 1000M (Canoe Single),Silver
1936,Berlin,Canoe / Kayak,Canoe / Kayak F,"Proisl, Karl",AUT,Men,C-2 10000M,Bronze
1936,Berlin,Canoe / Kayak,Canoe / Kayak F,"Weinstabl, Rupert",AUT,Men,C-2 10000M,Bronze
1936,Berlin,Canoe / Kayak,Canoe / Kayak F,"Mottl, Vaclav",TCH,Men,C-2 10000M,Gold
1936,Berlin,Canoe / Kayak,Canoe / Kayak F,"Skrlant, Zdenek",TCH,Men,C-2 10000M,Gold
1936,Berlin,Canoe / Kayak,Canoe / Kayak F,"Charters, Harvey Blashford",CAN,Men,C-2 10000M,Silver
1936,Berlin,Canoe / Kayak,Canoe / Kayak F,"Saker, Frank Warren",CAN,Men,C-2 10000M,Silver
1936,Berlin,Canoe / Kayak,Canoe / Kayak F,"Charters, Harvey Blashford",CAN,Men,C-2 1000M (Canoe Double),Bronze
1936,Berlin,Canoe / Kayak,Canoe / Kayak F,"Saker, Frank Warren",CAN,Men,C-2 1000M (Canoe Double),Bronze
1936,Berlin,Canoe / Kayak,Canoe / Kayak F,"Brzak-Felix, Jan",TCH,Men,C-2 1000M (Canoe Double),Gold
1936,Berlin,Canoe / Kayak,Canoe / Kayak F,"Syrovatka, Vladimir",TCH,Men,C-2 1000M (Canoe Double),Gold
1936,Berlin,Canoe / Kayak,Canoe / Kayak F,Edletitsch,AUT,Men,C-2 1000M (Canoe Double),Silver
1936,Berlin,Canoe / Kayak,Canoe / Kayak F,Kampfl,AUT,Men,C-2 1000M (Canoe Double),Silver
1936,Berlin,Canoe / Kayak,Canoe / Kayak F,"Hörmann, Xaver",GER,Men,Folding K-1 10000M,Bronze
1936,Berlin,Canoe / Kayak,Canoe / Kayak F,"Hradetzky, Gregor",AUT,Men,Folding K-1 10000M,Gold
1936,Berlin,Canoe / Kayak,Canoe / Kayak F,"Eberhart, Henri",FRA,Men,Folding K-1 10000M,Silver
1936,Berlin,Canoe / Kayak,Canoe / Kayak F,"Wijdekop, Cornelis",NED,Men,Folding K-2 10000M,Bronze
1936,Berlin,Canoe / Kayak,Canoe / Kayak F,"Wijdekop, Pieter",NED,Men,Folding K-2 10000M,Bronze
1936,Berlin,Canoe / Kayak,Canoe / Kayak F,"Bladström, Erik",SWE,Men,Folding K-2 10000M,Gold
1936,Berlin,Canoe / Kayak,Canoe / Kayak F,"Johansson, Sven",SWE,Men,Folding K-2 10000M,Gold
1936,Berlin,Canoe / Kayak,Canoe / Kayak F,"Hanisch, Erich",GER,Men,Folding K-2 10000M,Silver
1936,Berlin,Canoe / Kayak,Canoe / Kayak F,"Horn, Willy",GER,Men,Folding K-2 10000M,Silver
1936,Berlin,Canoe / Kayak,Canoe / Kayak F,"Riedel, Ernest",USA,Men,K-1 10000M,Bronze
1936,Berlin,Canoe / Kayak,Canoe / Kayak F,"Krebs, Ernst",GER,Men,K-1 10000M,Gold
1936,Berlin,Canoe / Kayak,Canoe / Kayak F,"Landertinger, Fritz",AUT,Men,K-1 10000M,Silver
1936,Berlin,Canoe / Kayak,Canoe / Kayak F,"Kraaier, Jacobus",NED,Men,K-1 1000M (Kayak Single),Bronze
1936,Berlin,Canoe / Kayak,Canoe / Kayak F,"Hradetzky, Gregor",AUT,Men,K-1 1000M (Kayak Single),Gold
1936,Berlin,Canoe / Kayak,Canoe / Kayak F,"Cämmerer, Helmut",GER,Men,K-1 1000M (Kayak Single),Silver
1936,Berlin,Canoe / Kayak,Canoe / Kayak F,"Fahlborg, Tage",SWE,Men,K-2 10000M,Bronze
1936,Berlin,Canoe / Kayak,Canoe / Kayak F,"Larsson, Helge",SWE,Men,K-2 10000M,Bronze
1936,Berlin,Canoe / Kayak,Canoe / Kayak F,"Landen, Ludwig",GER,Men,K-2 10000M,Gold
1936,Berlin,Canoe / Kayak,Canoe / Kayak F,"Wevers, Paul",GER,Men,K-2 10000M,Gold
1936,Berlin,Canoe / Kayak,Canoe / Kayak F,"Kalisch, Viktor",AUT,Men,K-2 10000M,Silver
1936,Berlin,Canoe / Kayak,Canoe / Kayak F,"Steinhuber, Karl",AUT,Men,K-2 10000M,Silver
1936,Berlin,Canoe / Kayak,Canoe / Kayak F,"Tates, Nicolaas",NED,Men,K-2 1000M (Kayak Double),Bronze
1936,Berlin,Canoe / Kayak,Canoe / Kayak F,"Van Der Kroft, Willem Frederik",NED,Men,K-2 1000M (Kayak Double),Bronze
1936,Berlin,Canoe / Kayak,Canoe / Kayak F,"Dorfner, Alfons",AUT,Men,K-2 1000M (Kayak Double),Gold
1936,Berlin,Canoe / Kayak,Canoe / Kayak F,"Kainz, Adolf",AUT,Men,K-2 1000M (Kayak Double),Gold
1936,Berlin,Canoe / Kayak,Canoe / Kayak F,"Bondroit, Fritz",GER,Men,K-2 1000M (Kayak Double),Silver
1936,Berlin,Canoe / Kayak,Canoe / Kayak F,"Tilker, Ewald",GER,Men,K-2 1000M (Kayak Double),Silver
1936,Berlin,Cycling,Cycling Road,"Nievergelt, Ernst",SUI,Men,Individual Road Race,Bronze
1936,Berlin,Cycling,Cycling Road,"Charpentier, Robert",FRA,Men,Individual Road Race,Gold
1936,Berlin,Cycling,Cycling Road,"Lapebie, Guy",FRA,Men,Individual Road Race,Silver
1936,Berlin,Cycling,Cycling Road,"Garrebeek, Auguste",BEL,Men,Team Time Trial,Bronze
1936,Berlin,Cycling,Cycling Road,"Putzeys, Armand",BEL,Men,Team Time Trial,Bronze
1936,Berlin,Cycling,Cycling Road,"Vandermotte, Francois",BEL,Men,Team Time Trial,Bronze
1936,Berlin,Cycling,Cycling Road,"Charpentier, Robert",FRA,Men,Team Time Trial,Gold
1936,Berlin,Cycling,Cycling Road,"Dorgebray, Robert",FRA,Men,Team Time Trial,Gold
1936,Berlin,Cycling,Cycling Road,"Lapebie, Guy",FRA,Men,Team Time Trial,Gold
1936,Berlin,Cycling,Cycling Road,"Buchwalder, Edgar",SUI,Men,Team Time Trial,Silver
1936,Berlin,Cycling,Cycling Road,"Nievergelt, Ernst",SUI,Men,Team Time Trial,Silver
1936,Berlin,Cycling,Cycling Road,"Ott, Kurt",SUI,Men,Team Time Trial,Silver
1936,Berlin,Cycling,Cycling Track,"Karsch, Rudolf",GER,Men,1KM Time Trial,Bronze
1936,Berlin,Cycling,Cycling Track,"Van Vliet, Arie Gerrit",NED,Men,1KM Time Trial,Gold
1936,Berlin,Cycling,Cycling Track,"Georget, Pierre",FRA,Men,1KM Time Trial,Silver
1936,Berlin,Cycling,Cycling Track,"Georget, Pierre",FRA,Men,2000M Tandem,Bronze
1936,Berlin,Cycling,Cycling Track,"Maton, Georges",FRA,Men,2000M Tandem,Bronze
1936,Berlin,Cycling,Cycling Track,"Ihbe, Ernst",GER,Men,2000M Tandem,Gold
1936,Berlin,Cycling,Cycling Track,"Lorenz, Carly",GER,Men,2000M Tandem,Gold
1936,Berlin,Cycling,Cycling Track,"Leene, Bernardus Petrus",NED,Men,2000M Tandem,Silver
1936,Berlin,Cycling,Cycling Track,"Ooms, Hendrik",NED,Men,2000M Tandem,Silver
1936,Berlin,Cycling,Cycling Track,"Chaillot, Louis",FRA,Men,Sprint Indivual,Bronze
1936,Berlin,Cycling,Cycling Track,"Merkens, Anton (Toni)",GER,Men,Sprint Indivual,Gold
1936,Berlin,Cycling,Cycling Track,"Van Vliet, Arie Gerrit",NED,Men,Sprint Indivual,Silver
1936,Berlin,Cycling,Cycling Track,"Hill, Harry Heaton",GBR,Men,Team Pursuit (4000M),Bronze
1936,Berlin,Cycling,Cycling Track,"Johnson, Ernest Alfred",GBR,Men,Team Pursuit (4000M),Bronze
1936,Berlin,Cycling,Cycling Track,"King, Charles Thomas",GBR,Men,Team Pursuit (4000M),Bronze
1936,Berlin,Cycling,Cycling Track,"Mills, Ernest Victor",GBR,Men,Team Pursuit (4000M),Bronze
1936,Berlin,Cycling,Cycling Track,"Charpentier, Robert",FRA,Men,Team Pursuit (4000M),Gold
1936,Berlin,Cycling,Cycling Track,"Goujon, Jean",FRA,Men,Team Pursuit (4000M),Gold
1936,Berlin,Cycling,Cycling Track,"Lapebie, Guy",FRA,Men,Team Pursuit (4000M),Gold
1936,Berlin,Cycling,Cycling Track,"Le Nizerhy, Roger",FRA,Men,Team Pursuit (4000M),Gold
1936,Berlin,Cycling,Cycling Track,"Bianchi, Bianco",ITA,Men,Team Pursuit (4000M),Silver
1936,Berlin,Cycling,Cycling Track,"Gentili, Mario",ITA,Men,Team Pursuit (4000M),Silver
1936,Berlin,Cycling,Cycling Track,"Latini, Armando",ITA,Men,Team Pursuit (4000M),Silver
1936,Berlin,Cycling,Cycling Track,"Rigoni, Severino",ITA,Men,Team Pursuit (4000M),Silver
1936,Berlin,Equestrian,Dressage,"Podhajsky, Alois",AUT,Men,Individual,Bronze
1936,Berlin,Equestrian,Dressage,"Pollay, Heinz",GER,Men,Individual,Gold
1936,Berlin,Equestrian,Dressage,"Gerhard, Friedrich",GER,Men,Individual,Silver
1936,Berlin,Equestrian,Dressage,"Adlercreutz, Gregor",SWE,Men,Team,Bronze
1936,Berlin,Equestrian,Dressage,"Colliander, Sven",SWE,Men,Team,Bronze
1936,Berlin,Equestrian,Dressage,"Sandström, Folke",SWE,Men,Team,Bronze
1936,Berlin,Equestrian,Dressage,"Gerhard, Friedrich",GER,Men,Team,Gold
1936,Berlin,Equestrian,Dressage,"Pollay, Heinz",GER,Men,Team,Gold
1936,Berlin,Equestrian,Dressage,"Von Oppeln-Bronikowski, Hermann",GER,Men,Team,Gold
1936,Berlin,Equestrian,Dressage,"De Ballorre, Gerard",FRA,Men,Team,Silver
1936,Berlin,Equestrian,Dressage,"Gillois, Daniel",FRA,Men,Team,Silver
1936,Berlin,Equestrian,Dressage,"Jousseaume, Andre Rene",FRA,Men,Team,Silver
1936,Berlin,Equestrian,Eventing,"Lunding, Hans Matthiesen",DEN,Men,Individual,Bronze
1936,Berlin,Equestrian,Eventing,"Stubbendorf, Ludwig",GER,Men,Individual,Gold
1936,Berlin,Equestrian,Eventing,"Thomson, Earl Foster",USA,Men,Individual,Silver
1936,Berlin,Equestrian,Eventing,"Fanshawe, Richard Gennys",GBR,Men,Team,Bronze
1936,Berlin,Equestrian,Eventing,"Howard-Vyse, Edward Dacre",GBR,Men,Team,Bronze
1936,Berlin,Equestrian,Eventing,"Scott, Alec Brassey Jonathan",GBR,Men,Team,Bronze
1936,Berlin,Equestrian,Eventing,"Lippert, Rudolf",GER,Men,Team,Gold
1936,Berlin,Equestrian,Eventing,"Stubbendorf, Ludwig",GER,Men,Team,Gold
1936,Berlin,Equestrian,Eventing,"Von Wangenheim, Konrad",GER,Men,Team,Gold
1936,Berlin,Equestrian,Eventing,"Kawecki, Zdzislaw",POL,Men,Team,Silver
1936,Berlin,Equestrian,Eventing,"Kulesza, Seweryn",POL,Men,Team,Silver
1936,Berlin,Equestrian,Eventing,"Roycewicz, Henryk",POL,Men,Team,Silver
1936,Berlin,Equestrian,Jumping,H:: Sello,HUN,Men,Individual,Bronze
1936,Berlin,Equestrian,Jumping,"Von Platthy, Jozsef",HUN,Men,Individual,Bronze
1936,Berlin,Equestrian,Jumping,H:: Tora,GER,Men,Individual,Gold
1936,Berlin,Equestrian,Jumping,"Hasse, Kurt",GER,Men,Individual,Gold
1936,Berlin,Equestrian,Jumping,H:: Delfis,ROU,Men,Individual,Silver
1936,Berlin,Equestrian,Jumping,"Rang, Henri",ROU,Men,Individual,Silver
1936,Berlin,Equestrian,Jumping,"Beltrao, Jose",POR,Men,Team,Bronze
1936,Berlin,Equestrian,Jumping,"Coutinho (Marques Do Funchal), Domingos De Sousa",POR,Men,Team,Bronze
1936,Berlin,Equestrian,Jumping,"Silva, Luiz",POR,Men,Team,Bronze
1936,Berlin,Equestrian,Jumping,"Brandt, Heinz",GER,Men,Team,Gold
1936,Berlin,Equestrian,Jumping,"Hasse, Kurt",GER,Men,Team,Gold
1936,Berlin,Equestrian,Jumping,"Von Barnekow, Marten",GER,Men,Team,Gold
1936,Berlin,Equestrian,Jumping,"De Bruine, Jan Adrianus",NED,Men,Team,Silver
1936,Berlin,Equestrian,Jumping,"Greter, Johan Jacob",NED,Men,Team,Silver
1936,Berlin,Equestrian,Jumping,"Van Schaik, Henri Louis Marie",NED,Men,Team,Silver
1936,Berlin,Fencing,Fencing,"Cornaggia-Medici, Giancarlo C.",ITA,Men,Épée Individual,Bronze
1936,Berlin,Fencing,Fencing,"Riccardi, Franco",ITA,Men,Épée Individual,Gold
1936,Berlin,Fencing,Fencing,"Ragno, Saverio",ITA,Men,Épée Individual,Silver
1936,Berlin,Fencing,Fencing,"Buchard, Georges",FRA,Men,Épée Team,Bronze
1936,Berlin,Fencing,Fencing,"Cattiau, Philippe",FRA,Men,Épée Team,Bronze
1936,Berlin,Fencing,Fencing,"Dulieux, Henri",FRA,Men,Épée Team,Bronze
1936,Berlin,Fencing,Fencing,"Pecheux, Michel",FRA,Men,Épée Team,Bronze
1936,Berlin,Fencing,Fencing,"Schmetz, Bernard",FRA,Men,Épée Team,Bronze
1936,Berlin,Fencing,Fencing,"Wormser, Paul",FRA,Men,Épée Team,Bronze
1936,Berlin,Fencing,Fencing,"Brusati, Giancarlo",ITA,Men,Épée Team,Gold
1936,Berlin,Fencing,Fencing,"Cornaggia-Medici, Giancarlo C.",ITA,Men,Épée Team,Gold
1936,Berlin,Fencing,Fencing,"Mangiarotti, Edoardo",ITA,Men,Épée Team,Gold
1936,Berlin,Fencing,Fencing,"Pezzana, Alfredo",ITA,Men,Épée Team,Gold
1936,Berlin,Fencing,Fencing,"Ragno, Saverio",ITA,Men,Épée Team,Gold
1936,Berlin,Fencing,Fencing,"Riccardi, Franco",ITA,Men,Épée Team,Gold
1936,Berlin,Fencing,Fencing,"Almgren, Gustav",SWE,Men,Épée Team,Silver
1936,Berlin,Fencing,Fencing,"Cederin, Birger",SWE,Men,Épée Team,Silver
1936,Berlin,Fencing,Fencing,"Drakenberg, Hans",SWE,Men,Épée Team,Silver
1936,Berlin,Fencing,Fencing,"Dyrssen, Gustaf",SWE,Men,Épée Team,Silver
1936,Berlin,Fencing,Fencing,"Granfelt, Hans",SWE,Men,Épée Team,Silver
1936,Berlin,Fencing,Fencing,"Thofelt, Sven",SWE,Men,Épée Team,Silver
1936,Berlin,Fencing,Fencing,"Bocchino, Giorgio",ITA,Men,Foil Individual,Bronze
1936,Berlin,Fencing,Fencing,"Gaudini, Giulio",ITA,Men,Foil Individual,Gold
1936,Berlin,Fencing,Fencing,"Gardere, Edouard",FRA,Men,Foil Individual,Silver
1936,Berlin,Fencing,Fencing,"Preis-Müller, Ellen S.",AUT,Women,Foil Individual,Bronze
1936,Berlin,Fencing,Fencing,"Elek, Ilona",HUN,Women,Foil Individual,Gold
1936,Berlin,Fencing,Fencing,"Mayer, Helene",GER,Women,Foil Individual,Silver
1936,Berlin,Fencing,Fencing,"Adam, Otto",GER,Men,Foil Team,Bronze
1936,Berlin,Fencing,Fencing,"Casmir, Erwin",GER,Men,Foil Team,Bronze
1936,Berlin,Fencing,Fencing,"Eisenecker, Julius",GER,Men,Foil Team,Bronze
1936,Berlin,Fencing,Fencing,"Heim, August",GER,Men,Foil Team,Bronze
1936,Berlin,Fencing,Fencing,"Lerdon, Siegfried",GER,Men,Foil Team,Bronze
1936,Berlin,Fencing,Fencing,"Rosenbauer, Stefan",GER,Men,Foil Team,Bronze
1936,Berlin,Fencing,Fencing,"Bocchino, Giorgio",ITA,Men,Foil Team,Gold
1936,Berlin,Fencing,Fencing,"Di Rosa, Manlio",ITA,Men,Foil Team,Gold
1936,Berlin,Fencing,Fencing,"Gaudini, Giulio",ITA,Men,Foil Team,Gold
1936,Berlin,Fencing,Fencing,"Guaragna, Gioachino",ITA,Men,Foil Team,Gold
1936,Berlin,Fencing,Fencing,"Marzi, Gustavo",ITA,Men,Foil Team,Gold
1936,Berlin,Fencing,Fencing,"Verratti, Ciro",ITA,Men,Foil Team,Gold
1936,Berlin,Fencing,Fencing,"Bondoux, René",FRA,Men,Foil Team,Silver
1936,Berlin,Fencing,Fencing,"Bougnol, René",FRA,Men,Foil Team,Silver
1936,Berlin,Fencing,Fencing,"Coutrot, Jacques",FRA,Men,Foil Team,Silver
1936,Berlin,Fencing,Fencing,"Gardere, André",FRA,Men,Foil Team,Silver
1936,Berlin,Fencing,Fencing,"Gardere, Edouard",FRA,Men,Foil Team,Silver
1936,Berlin,Fencing,Fencing,"Lemoine, René",FRA,Men,Foil Team,Silver
1936,Berlin,Fencing,Fencing,"Gerevich, Aladar",HUN,Men,Sabre Individual,Bronze
1936,Berlin,Fencing,Fencing,"Kabos, Endre",HUN,Men,Sabre Individual,Gold
1936,Berlin,Fencing,Fencing,"Marzi, Gustavo",ITA,Men,Sabre Individual,Silver
1936,Berlin,Fencing,Fencing,"Casmir, Erwin",GER,Men,Sabre Team,Bronze
1936,Berlin,Fencing,Fencing,"Eisenecker, Julius",GER,Men,Sabre Team,Bronze
1936,Berlin,Fencing,Fencing,"Esser, Hans",GER,Men,Sabre Team,Bronze
1936,Berlin,Fencing,Fencing,"Heim, August",GER,Men,Sabre Team,Bronze
1936,Berlin,Fencing,Fencing,"Jörger, Hans",GER,Men,Sabre Team,Bronze
1936,Berlin,Fencing,Fencing,"Wahl, Richard",GER,Men,Sabre Team,Bronze
1936,Berlin,Fencing,Fencing,"Berczelly, Tibor",HUN,Men,Sabre Team,Gold
1936,Berlin,Fencing,Fencing,"Gerevich, Aladar",HUN,Men,Sabre Team,Gold
1936,Berlin,Fencing,Fencing,"Kabos, Endre",HUN,Men,Sabre Team,Gold
1936,Berlin,Fencing,Fencing,"Kovacs, Pal Adam",HUN,Men,Sabre Team,Gold
1936,Berlin,Fencing,Fencing,"Rajcsanyi, Laszlo",HUN,Men,Sabre Team,Gold
1936,Berlin,Fencing,Fencing,"Rajczy, Imre",HUN,Men,Sabre Team,Gold
1936,Berlin,Fencing,Fencing,"Gaudini, Giulio",ITA,Men,Sabre Team,Silver
1936,Berlin,Fencing,Fencing,"Marzi, Gustavo",ITA,Men,Sabre Team,Silver
1936,Berlin,Fencing,Fencing,"Masciotta, Aldo",ITA,Men,Sabre Team,Silver
1936,Berlin,Fencing,Fencing,"Montano, Aldo",ITA,Men,Sabre Team,Silver
1936,Berlin,Fencing,Fencing,"Pinton, Vincenzo",ITA,Men,Sabre Team,Silver
1936,Berlin,Fencing,Fencing,"Tanzini, Athos",ITA,Men,Sabre Team,Silver
1936,Berlin,Football,Football,"Brustad, Arne",NOR,Men,Football,Bronze
1936,Berlin,Football,Football,"Eriksen, Nils",NOR,Men,Football,Bronze
1936,Berlin,Football,Football,"Frantzen, Odd",NOR,Men,Football,Bronze
1936,Berlin,Football,Football,"Hansen, Sverre",NOR,Men,Football,Bronze
1936,Berlin,Football,Football,"Holmberg, Rolf",NOR,Men,Football,Bronze
1936,Berlin,Football,Football,"Holmsen, Oivind",NOR,Men,Football,Bronze
1936,Berlin,Football,Football,"Horn, Fredrik",NOR,Men,Football,Bronze
1936,Berlin,Football,Football,"Isaksen, Magnar",NOR,Men,Football,Bronze
1936,Berlin,Football,Football,"Johansen, Henry",NOR,Men,Football,Bronze
1936,Berlin,Football,Football,"Juve, Jorgen",NOR,Men,Football,Bronze
1936,Berlin,Football,Football,"Kvammen, Reidar Osvald",NOR,Men,Football,Bronze
1936,Berlin,Football,Football,"Martinsen, Alf",NOR,Men,Football,Bronze
1936,Berlin,Football,Football,"Monsen, Magdalon Johannes",NOR,Men,Football,Bronze
